epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
15,701.179,0.57738,0.8608,0.39148,0.99853,0.65005,0.91316,0.62195,0.51651,0.65193,0.91579,0.62569,0.50836,0.48733,0.82076,65.9766,0.97618,0.0017228,0.0017228,0.0017228
16,746.979,0.5696,0.86066,0.38614,0.9952,0.63664,0.92895,0.65553,0.56648,0.63664,0.92895,0.65553,0.54918,0.46056,0.62242,58.5931,0.91584,0.001703,0.001703,0.001703
17,792.712,0.56823,0.83672,0.37899,0.99676,0.63892,0.87895,0.61759,0.53223,0.6351,0.87368,0.61748,0.52543,0.45055,0.72465,65.0981,0.9395,0.0016832,0.0016832,0.0016832
18,838.231,0.55475,0.83831,0.37306,0.99035,0.65975,0.90316,0.70496,0.60827,0.65501,0.90526,0.7047,0.60268,0.47523,0.85458,65.2631,0.9646,0.0016634,0.0016634,0.0016634
19,883.83,0.54534,0.8151,0.36603,0.98584,0.63013,0.89474,0.62014,0.52309,0.62457,0.88684,0.61971,0.51635,0.43946,0.72112,70.8965,0.90925,0.0016436,0.0016436,0.0016436
20,929.865,0.54311,0.81271,0.3663,0.97955,0.61145,0.91842,0.64633,0.55901,0.61145,0.91842,0.64705,0.55918,0.50797,0.69168,63.7618,1.01907,0.0016238,0.0016238,0.0016238
21,975.44,0.53956,0.80026,0.35646,0.98444,0.64404,0.90526,0.60893,0.52081,0.64404,0.90526,0.60893,0.50361,0.44892,0.71988,63.1593,0.94591,0.001604,0.001604,0.001604
22,1021.19,0.53262,0.80606,0.35576,0.97406,0.62508,0.92895,0.62501,0.53766,0.61664,0.92702,0.62454,0.52712,0.41969,0.86011,66.6233,0.92078,0.0015842,0.0015842,0.0015842
23,1067.26,0.53299,0.7927,0.35252,0.97817,0.64684,0.89737,0.61795,0.5317,0.64684,0.89737,0.61795,0.52387,0.42375,0.74699,66.1799,0.90139,0.0015644,0.0015644,0.0015644
24,1112.91,0.51946,0.78004,0.34428,0.96972,0.66957,0.90652,0.65625,0.5587,0.66957,0.90652,0.65627,0.55747,0.46624,0.82065,70.0256,0.97873,0.0015446,0.0015446,0.0015446
25,1158.64,0.51703,0.76811,0.33903,0.96972,0.63881,0.90526,0.63659,0.55277,0.63881,0.90526,0.63659,0.54323,0.44245,0.65469,68.0089,0.93156,0.0015248,0.0015248,0.0015248
26,1204.25,0.52277,0.78046,0.3445,0.9716,0.6485,0.90307,0.61883,0.52707,0.64281,0.89737,0.60957,0.5246,0.42138,0.73072,68.9507,0.91278,0.001505,0.001505,0.001505
27,1250.28,0.51329,0.76243,0.33738,0.96766,0.63332,0.91053,0.63067,0.55038,0.63332,0.91053,0.6301,0.539,0.42602,0.74554,70.7422,0.93223,0.0014852,0.0014852,0.0014852
28,1295.98,0.49983,0.75203,0.33013,0.95827,0.63974,0.87895,0.61389,0.5368,0.62866,0.87632,0.61371,0.528,0.42899,0.67742,68.1099,0.92375,0.0014654,0.0014654,0.0014654
29,1341.78,0.50323,0.75926,0.32916,0.96377,0.65917,0.9263,0.64657,0.54694,0.6573,0.92366,0.64643,0.53776,0.46676,0.73244,65.1431,0.94089,0.0014456,0.0014456,0.0014456
30,1387.57,0.5,0.73975,0.32869,0.96482,0.63897,0.91579,0.61448,0.51012,0.63897,0.91579,0.61715,0.50054,0.46943,0.65638,70.6498,0.95364,0.0014258,0.0014258,0.0014258
31,1433.27,0.48771,0.71189,0.31551,0.96021,0.62505,0.9037,0.61689,0.53572,0.62505,0.9037,0.61689,0.52637,0.41253,0.67945,68.7293,0.88776,0.001406,0.001406,0.001406
32,1478.96,0.4903,0.72728,0.32291,0.95359,0.65439,0.9,0.63007,0.53268,0.6563,0.90263,0.63362,0.52788,0.45433,0.87629,71.2075,0.93383,0.0013862,0.0013862,0.0013862
33,1524.81,0.48169,0.72168,0.31926,0.95469,0.6358,0.88947,0.59857,0.49165,0.63768,0.89211,0.6014,0.48535,0.51067,0.92647,68.5979,1.01926,0.0013664,0.0013664,0.0013664
34,1570.64,0.4848,0.71706,0.31119,0.9549,0.65019,0.91579,0.62997,0.53702,0.65019,0.91579,0.63349,0.53738,0.46034,0.73622,73.6132,0.93807,0.0013466,0.0013466,0.0013466
35,1616.31,0.47365,0.69687,0.31079,0.94555,0.62224,0.91463,0.62087,0.54902,0.62224,0.91463,0.6223,0.54507,0.3763,0.63185,69.9444,0.85934,0.0013268,0.0013268,0.0013268
36,1661.99,0.48396,0.71843,0.31324,0.95142,0.63537,0.90789,0.62715,0.5503,0.63537,0.90789,0.62715,0.54401,0.39414,0.63857,73.6464,0.89025,0.001307,0.001307,0.001307
37,1707.63,0.47199,0.70528,0.30654,0.94905,0.64129,0.93153,0.62392,0.54604,0.64491,0.93679,0.62987,0.54358,0.42555,0.65105,74.9279,0.9018,0.0012872,0.0012872,0.0012872
38,1753.48,0.46633,0.69135,0.30871,0.9489,0.65098,0.91316,0.63187,0.54688,0.65098,0.91316,0.63038,0.53636,0.41,0.71547,69.7643,0.91319,0.0012674,0.0012674,0.0012674
39,1799.38,0.46282,0.68577,0.30463,0.94259,0.66785,0.92069,0.65157,0.56358,0.66785,0.92069,0.65157,0.56315,0.40481,0.61306,73.8007,0.90733,0.0012476,0.0012476,0.0012476
40,1845.07,0.45959,0.68192,0.29603,0.9438,0.63347,0.88421,0.60801,0.52991,0.63347,0.88421,0.60996,0.52293,0.43647,0.68334,75.3409,0.9272,0.0012278,0.0012278,0.0012278
41,1890.7,0.45327,0.67364,0.29311,0.93742,0.64336,0.88947,0.62223,0.54501,0.64336,0.88947,0.62223,0.53226,0.41992,0.81147,71.729,0.89024,0.001208,0.001208,0.001208
42,1936.48,0.46397,0.68304,0.30148,0.945,0.63951,0.90101,0.62125,0.53929,0.63951,0.90101,0.62125,0.5292,0.43378,0.68084,72.9241,0.91089,0.0011882,0.0011882,0.0011882
43,1982.21,0.44943,0.67988,0.29459,0.94272,0.63065,0.9,0.59215,0.52356,0.63065,0.9,0.59215,0.52072,0.43437,0.79536,74.0179,0.92446,0.0011684,0.0011684,0.0011684
44,2027.86,0.44339,0.66583,0.28483,0.9354,0.63842,0.87632,0.61135,0.52494,0.64226,0.88158,0.61605,0.52149,0.47708,0.70035,74.8261,0.97354,0.0011486,0.0011486,0.0011486
45,2073.54,0.44749,0.6655,0.28943,0.93838,0.63521,0.85789,0.61761,0.55327,0.63351,0.86316,0.61791,0.54781,0.39257,0.64658,78.2908,0.87547,0.0011288,0.0011288,0.0011288
46,2119.19,0.43946,0.65898,0.28872,0.93326,0.61742,0.86842,0.59743,0.52329,0.61742,0.86842,0.59743,0.51578,0.41164,0.6506,77.9715,0.88038,0.001109,0.001109,0.001109
47,2164.87,0.4399,0.64921,0.28604,0.9369,0.6424,0.89211,0.60831,0.53462,0.64515,0.9,0.61886,0.52794,0.45143,0.71916,77.952,0.94501,0.0010892,0.0010892,0.0010892
48,2210.44,0.43824,0.65665,0.28181,0.93173,0.65392,0.92485,0.63779,0.54437,0.65392,0.92485,0.63917,0.53993,0.42757,0.64345,74.4384,0.90633,0.0010694,0.0010694,0.0010694
49,2255.97,0.43173,0.64349,0.27807,0.93021,0.64803,0.90603,0.63433,0.55741,0.64675,0.90789,0.63525,0.55433,0.41786,0.6559,74.8269,0.91955,0.0010496,0.0010496,0.0010496
50,2301.46,0.44143,0.64906,0.28947,0.93243,0.66195,0.9,0.64884,0.57974,0.64977,0.94474,0.65551,0.57035,0.39889,0.6936,74.197,0.88953,0.0010298,0.0010298,0.0010298
51,2347.08,0.43189,0.65092,0.2833,0.93228,0.64748,0.91354,0.62802,0.55151,0.64748,0.91354,0.62802,0.54293,0.4481,0.82912,70.7847,0.97803,0.00101,0.00101,0.00101
52,2392.71,0.42812,0.6417,0.28205,0.93035,0.64493,0.90263,0.63487,0.56037,0.64493,0.90263,0.63602,0.55167,0.4359,0.74104,75.1497,0.93773,0.0009902,0.0009902,0.0009902
53,2438.37,0.42941,0.63776,0.28255,0.93156,0.64292,0.89211,0.61889,0.5415,0.64292,0.89211,0.61889,0.5363,0.4143,0.64649,76.6357,0.90259,0.0009704,0.0009704,0.0009704
54,2483.94,0.4259,0.62284,0.27629,0.93073,0.64215,0.90526,0.62763,0.55959,0.6439,0.89935,0.62933,0.55572,0.3986,0.67733,77.3445,0.88298,0.0009506,0.0009506,0.0009506
55,2529.59,0.41451,0.62503,0.26852,0.92353,0.63821,0.90058,0.61073,0.5362,0.64378,0.9084,0.62392,0.52921,0.47759,0.79875,78.5019,0.98512,0.0009308,0.0009308,0.0009308
56,2575.23,0.41399,0.60697,0.27263,0.92675,0.6507,0.90789,0.62162,0.54738,0.6507,0.90789,0.62162,0.54363,0.44338,0.67616,73.4023,0.93018,0.000911,0.000911,0.000911
57,2620.91,0.41366,0.60998,0.26887,0.92612,0.65424,0.88421,0.63298,0.56809,0.65424,0.88421,0.63481,0.5615,0.42685,0.68102,77.0371,0.98113,0.0008912,0.0008912,0.0008912
58,2666.55,0.40769,0.60279,0.26248,0.92126,0.64857,0.91579,0.63588,0.56642,0.64857,0.91579,0.63588,0.55844,0.4087,0.7061,75.1216,0.91553,0.0008714,0.0008714,0.0008714
59,2712.32,0.40753,0.61803,0.26579,0.92313,0.65753,0.90526,0.62648,0.56288,0.66135,0.91053,0.63029,0.55188,0.3926,0.71808,75.7218,0.87446,0.0008516,0.0008516,0.0008516
60,2757.9,0.40226,0.60675,0.25814,0.91588,0.64786,0.88684,0.61526,0.54406,0.65555,0.89737,0.62733,0.53989,0.45084,0.73592,79.061,1.01244,0.0008318,0.0008318,0.0008318
61,2803.78,0.39721,0.59204,0.25819,0.91929,0.65113,0.92336,0.64828,0.58713,0.65484,0.92863,0.6526,0.58244,0.40156,0.63452,77.3271,0.9158,0.000812,0.000812,0.000812
62,2849.67,0.40019,0.58872,0.26038,0.91469,0.65263,0.92455,0.62437,0.5403,0.65634,0.92981,0.63034,0.53954,0.41188,0.71332,78.0626,0.89938,0.0007922,0.0007922,0.0007922
63,2895.48,0.39115,0.58481,0.25313,0.91351,0.65123,0.89923,0.61365,0.53623,0.65505,0.90449,0.62208,0.53466,0.43883,0.71542,78.8337,0.95979,0.0007724,0.0007724,0.0007724
64,2941.24,0.39701,0.59948,0.25544,0.91956,0.65464,0.89474,0.6213,0.56146,0.65853,0.9,0.62861,0.55053,0.4133,0.83673,80.9481,0.93662,0.0007526,0.0007526,0.0007526
65,2987.13,0.39255,0.57812,0.25186,0.91552,0.65201,0.90789,0.64018,0.56915,0.6596,0.91842,0.65139,0.56346,0.40873,0.72061,78.1073,0.91846,0.0007328,0.0007328,0.0007328
66,3032.95,0.38916,0.57906,0.25459,0.91467,0.64298,0.9242,0.63786,0.55499,0.64482,0.92683,0.64057,0.54712,0.42839,0.72983,80.9841,0.97293,0.000713,0.000713,0.000713
67,3078.74,0.38707,0.57833,0.25009,0.91036,0.6488,0.91053,0.62565,0.55384,0.65443,0.91842,0.63295,0.54816,0.43014,0.73761,80.1893,0.94651,0.0006932,0.0006932,0.0006932
68,3124.37,0.38337,0.56374,0.24716,0.90959,0.65677,0.91053,0.64387,0.56654,0.65487,0.90789,0.64189,0.55783,0.41785,0.74324,80.4773,0.92364,0.0006734,0.0006734,0.0006734
69,3170.07,0.37882,0.56794,0.24825,0.91082,0.6454,0.91579,0.63719,0.55783,0.6454,0.91579,0.63748,0.55301,0.43201,0.70609,81.6433,0.96591,0.0006536,0.0006536,0.0006536
70,3216.33,0.3754,0.56571,0.24419,0.90914,0.64319,0.91842,0.62594,0.55485,0.64687,0.92368,0.63335,0.54635,0.43261,0.7537,78.9173,0.97021,0.0006338,0.0006338,0.0006338
71,3262.18,0.37717,0.55811,0.24602,0.9055,0.66716,0.92368,0.64457,0.56799,0.66716,0.92368,0.64698,0.56426,0.39739,0.76252,79.9158,0.91175,0.000614,0.000614,0.000614
72,3307.98,0.37103,0.55113,0.23961,0.91027,0.64833,0.90263,0.6313,0.56324,0.654,0.91053,0.64171,0.55708,0.41837,0.79645,82.3105,0.95532,0.0005942,0.0005942,0.0005942
73,3353.71,0.36822,0.54212,0.23753,0.9035,0.64713,0.88158,0.62697,0.56127,0.65485,0.89211,0.64128,0.55464,0.42728,0.69095,82.6675,0.95795,0.0005744,0.0005744,0.0005744
74,3399.3,0.37382,0.56463,0.24382,0.90875,0.64035,0.90898,0.63137,0.56461,0.64402,0.91411,0.63382,0.55472,0.40881,0.80078,83.7789,0.92693,0.0005546,0.0005546,0.0005546
75,3445.01,0.36264,0.54485,0.23367,0.90464,0.65416,0.90263,0.6368,0.56434,0.65786,0.90789,0.6428,0.55606,0.40801,0.76248,83.5142,0.92635,0.0005348,0.0005348,0.0005348
76,3490.68,0.36863,0.55071,0.23648,0.90545,0.66475,0.91835,0.65339,0.57495,0.66475,0.91835,0.65065,0.56639,0.41792,0.77271,83.1098,0.97294,0.000515,0.000515,0.000515
77,3536.4,0.35851,0.53671,0.2323,0.90027,0.65413,0.88947,0.62868,0.5591,0.64361,0.93421,0.63659,0.55064,0.41957,0.81407,83.6352,0.94941,0.0004952,0.0004952,0.0004952
78,3582.04,0.35774,0.53708,0.23329,0.90291,0.64898,0.90496,0.63757,0.5696,0.65087,0.90759,0.64029,0.56463,0.40494,0.77537,83.2649,0.91888,0.0004754,0.0004754,0.0004754
79,3627.65,0.35611,0.53587,0.23171,0.90414,0.64957,0.92681,0.6471,0.57418,0.64957,0.92681,0.6471,0.56795,0.44086,0.74928,83.3421,0.95221,0.0004556,0.0004556,0.0004556
80,3673.38,0.35849,0.52982,0.23038,0.90209,0.6416,0.91053,0.62965,0.56002,0.64346,0.91316,0.63218,0.55471,0.42874,0.8172,82.3512,0.98215,0.0004358,0.0004358,0.0004358
81,3719.04,0.35264,0.52891,0.22911,0.90125,0.65397,0.90517,0.63802,0.57324,0.65383,0.90789,0.6404,0.56546,0.40768,0.839,84.9779,0.9632,0.000416,0.000416,0.000416
82,3764.56,0.34688,0.5179,0.2234,0.89922,0.63818,0.89737,0.62673,0.56109,0.64566,0.90789,0.63838,0.55399,0.4257,0.74478,86.2984,0.98366,0.0003962,0.0003962,0.0003962
83,3810.12,0.34036,0.50808,0.22075,0.898,0.65573,0.88684,0.63235,0.5588,0.66117,0.89737,0.64412,0.55303,0.42163,0.83499,84.3201,0.9549,0.0003764,0.0003764,0.0003764
84,3855.82,0.34105,0.51867,0.223,0.89679,0.64274,0.8948,0.63451,0.56627,0.64463,0.89743,0.638,0.56166,0.41224,0.80897,86.253,0.94311,0.0003566,0.0003566,0.0003566
85,3901.5,0.34265,0.51383,0.22329,0.89609,0.6517,0.89122,0.63681,0.57237,0.65362,0.89386,0.63844,0.5633,0.41726,0.77309,84.8609,0.95673,0.0003368,0.0003368,0.0003368
86,3947.06,0.34011,0.50764,0.21929,0.89728,0.64147,0.90526,0.6319,0.56104,0.64147,0.90526,0.63265,0.55344,0.41285,0.75657,84.305,0.93848,0.000317,0.000317,0.000317
87,3992.79,0.33419,0.50768,0.21933,0.89366,0.63252,0.90591,0.61358,0.54602,0.63303,0.91243,0.61453,0.54421,0.42325,0.76992,84.4807,0.94428,0.0002972,0.0002972,0.0002972
88,4038.41,0.33671,0.50758,0.22082,0.89263,0.64275,0.90263,0.62662,0.55162,0.64275,0.90263,0.62662,0.54495,0.41844,0.77935,87.5439,0.95697,0.0002774,0.0002774,0.0002774
89,4084.31,0.33243,0.50315,0.21627,0.89166,0.65192,0.90789,0.63687,0.55926,0.65192,0.90789,0.63724,0.55445,0.42752,0.78737,87.8275,0.98098,0.0002576,0.0002576,0.0002576
90,4130.11,0.33115,0.50017,0.21698,0.89498,0.65198,0.90789,0.6361,0.56835,0.65198,0.90789,0.6361,0.56097,0.41355,0.81233,88.8949,0.97611,0.0002378,0.0002378,0.0002378
91,4199.51,0.23662,0.35897,0.16049,0.84052,0.64889,0.91433,0.64126,0.5787,0.64889,0.91433,0.6419,0.57162,0.37938,0.82686,87.2442,0.90645,0.000218,0.000218,0.000218
92,4244.78,0.22955,0.34123,0.15203,0.83365,0.66035,0.91579,0.64759,0.58254,0.66035,0.91579,0.64901,0.57497,0.38967,0.80216,87.3648,0.93693,0.0001982,0.0001982,0.0001982
93,4290.16,0.22372,0.3381,0.14735,0.83751,0.66512,0.9,0.64786,0.58136,0.66512,0.9,0.64786,0.571,0.38643,0.82799,88.2265,0.92185,0.0001784,0.0001784,0.0001784
94,4335.41,0.22126,0.33412,0.146,0.82815,0.66415,0.90789,0.64276,0.57752,0.66607,0.91053,0.64659,0.56938,0.39291,0.81429,88.7831,0.93358,0.0001586,0.0001586,0.0001586
95,4380.84,0.21583,0.33004,0.14216,0.83062,0.66232,0.91053,0.63849,0.57535,0.66347,0.91316,0.64368,0.56745,0.38848,0.83718,89.36,0.92734,0.0001388,0.0001388,0.0001388
96,4426.11,0.2143,0.33059,0.1407,0.82883,0.65307,0.92139,0.64084,0.57518,0.65493,0.92402,0.64334,0.569,0.38741,0.83087,89.4286,0.92477,0.000119,0.000119,0.000119
97,4471.55,0.20694,0.32075,0.13695,0.83294,0.64903,0.91977,0.64224,0.57714,0.65102,0.92294,0.6462,0.57267,0.38049,0.86995,90.3925,0.91766,9.92e-05,9.92e-05,9.92e-05
98,4516.92,0.21169,0.32959,0.14317,0.82804,0.65443,0.91316,0.64061,0.57683,0.65443,0.91316,0.64061,0.56924,0.37451,0.87309,90.9945,0.90217,7.94e-05,7.94e-05,7.94e-05
99,4562.17,0.20437,0.32069,0.1369,0.82467,0.65587,0.92283,0.64425,0.58106,0.65587,0.92283,0.64425,0.57311,0.36991,0.89112,91.4251,0.89665,5.96e-05,5.96e-05,5.96e-05
100,4607.51,0.20133,0.32353,0.13712,0.82345,0.65277,0.91579,0.64369,0.58064,0.65277,0.91579,0.64448,0.57353,0.37239,0.88533,91.9216,0.90179,3.98e-05,3.98e-05,3.98e-05
