epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
60,2072.48,0.39585,0.57464,0.27214,0.90556,0.9525,0.91911,0.95819,0.91873,0.9525,0.91911,0.9572,0.91883,0.3169,0.61102,0.32956,0.84343,0.0008318,0.0008318,0.0008318
61,2106.72,0.39445,0.56685,0.27128,0.90394,0.96329,0.88194,0.95803,0.92207,0.96329,0.88194,0.95777,0.92431,0.32409,0.57307,0.33718,0.8584,0.000812,0.000812,0.000812
62,2140.86,0.38795,0.56947,0.26782,0.90041,0.95654,0.91711,0.9601,0.92023,0.95654,0.91711,0.9598,0.92118,0.31798,0.54886,0.31724,0.8529,0.0007922,0.0007922,0.0007922
63,2175.22,0.39097,0.56463,0.26531,0.90406,0.98054,0.90992,0.96194,0.92692,0.98054,0.90992,0.96194,0.92925,0.33268,0.53557,0.32014,0.85094,0.0007724,0.0007724,0.0007724
64,2209.48,0.38221,0.55727,0.26105,0.8983,0.98672,0.92903,0.96434,0.92783,0.98672,0.92903,0.9639,0.92687,0.30941,0.51501,0.2798,0.84814,0.0007526,0.0007526,0.0007526
65,2243.82,0.38553,0.54872,0.26766,0.8978,0.96106,0.91111,0.96225,0.92193,0.96106,0.91111,0.96249,0.92009,0.32536,0.54417,0.30132,0.8536,0.0007328,0.0007328,0.0007328
66,2278,0.38252,0.56714,0.26352,0.89961,0.96746,0.91111,0.96389,0.93159,0.96746,0.91111,0.96389,0.92694,0.30571,0.54677,0.31155,0.82806,0.000713,0.000713,0.000713
67,2312.23,0.38026,0.5413,0.2604,0.89645,0.96881,0.89444,0.95502,0.92506,0.96881,0.89444,0.95576,0.91987,0.30932,0.57053,0.32912,0.84619,0.0006932,0.0006932,0.0006932
68,2346.36,0.37758,0.53356,0.25423,0.89583,0.93367,0.9188,0.96372,0.92701,0.93367,0.9188,0.96507,0.92282,0.31474,0.52697,0.32639,0.84837,0.0006734,0.0006734,0.0006734
69,2380.79,0.37945,0.54722,0.25863,0.89329,0.94521,0.91806,0.9568,0.92134,0.97423,0.90139,0.95786,0.92156,0.30571,0.52934,0.31912,0.83801,0.0006536,0.0006536,0.0006536
70,2415.1,0.3749,0.53703,0.25631,0.89732,0.98487,0.9038,0.9575,0.92611,0.98487,0.9038,0.9575,0.9272,0.30319,0.54909,0.31932,0.83034,0.0006338,0.0006338,0.0006338
71,2449.41,0.37293,0.53555,0.25705,0.89751,0.98156,0.90833,0.96157,0.92902,0.98156,0.90833,0.96157,0.92654,0.30736,0.52683,0.31752,0.83541,0.000614,0.000614,0.000614
72,2483.59,0.36366,0.52078,0.24626,0.89302,0.97404,0.925,0.95893,0.92805,0.97404,0.925,0.95893,0.92455,0.30351,0.55455,0.3167,0.83265,0.0005942,0.0005942,0.0005942
73,2517.81,0.36748,0.52126,0.24657,0.89579,0.93258,0.92639,0.9585,0.9294,0.93258,0.92639,0.95967,0.92687,0.29602,0.53648,0.32986,0.82821,0.0005744,0.0005744,0.0005744
74,2552.04,0.35857,0.51013,0.24403,0.88945,0.97056,0.91561,0.96618,0.93643,0.97056,0.91561,0.96737,0.9362,0.30457,0.53368,0.31014,0.84457,0.0005546,0.0005546,0.0005546
75,2586.29,0.36669,0.52864,0.24754,0.89185,0.96918,0.91712,0.96864,0.93968,0.96918,0.91712,0.96864,0.93592,0.29854,0.54314,0.29258,0.83024,0.0005348,0.0005348,0.0005348
76,2620.51,0.36038,0.5135,0.24379,0.88872,0.95636,0.91308,0.96396,0.93534,0.95636,0.91308,0.96357,0.9273,0.29673,0.54718,0.30671,0.83075,0.000515,0.000515,0.000515
77,2654.84,0.35156,0.50014,0.24034,0.88887,0.97149,0.91667,0.96218,0.92856,0.97149,0.91667,0.96218,0.9277,0.31447,0.54471,0.32396,0.85022,0.0004952,0.0004952,0.0004952
78,2689.11,0.34803,0.48331,0.23503,0.8871,0.95105,0.91739,0.95492,0.92661,0.95105,0.91739,0.95492,0.92303,0.30706,0.57897,0.31995,0.84192,0.0004754,0.0004754,0.0004754
79,2723.38,0.34936,0.49578,0.23425,0.88528,0.97791,0.90278,0.95818,0.92828,0.97791,0.90278,0.95967,0.92537,0.30103,0.55148,0.30851,0.8303,0.0004556,0.0004556,0.0004556
80,2757.46,0.35,0.49161,0.23624,0.88886,0.97845,0.90694,0.96275,0.93201,0.97845,0.90694,0.96275,0.93296,0.30887,0.53438,0.3137,0.84066,0.0004358,0.0004358,0.0004358
81,2791.7,0.34952,0.50405,0.23747,0.88642,0.95122,0.9375,0.964,0.93568,0.95122,0.9375,0.96431,0.93317,0.29866,0.53525,0.28332,0.82519,0.000416,0.000416,0.000416
82,2825.83,0.34084,0.47895,0.23275,0.88649,0.98182,0.91944,0.96503,0.93468,0.98182,0.91944,0.96503,0.93191,0.29913,0.54783,0.28391,0.83496,0.0003962,0.0003962,0.0003962
83,2859.99,0.34767,0.49414,0.23369,0.88858,0.96454,0.93194,0.96632,0.93207,0.96454,0.93194,0.9669,0.93331,0.30201,0.54707,0.28335,0.84098,0.0003764,0.0003764,0.0003764
84,2894.21,0.3457,0.499,0.23248,0.88647,0.97038,0.91944,0.96587,0.93179,0.97038,0.91944,0.96587,0.92939,0.29972,0.552,0.29994,0.83795,0.0003566,0.0003566,0.0003566
85,2928.4,0.33913,0.4832,0.22659,0.88578,0.97064,0.91841,0.96012,0.9299,0.97064,0.91841,0.96012,0.9268,0.29779,0.55094,0.30228,0.84225,0.0003368,0.0003368,0.0003368
86,2962.59,0.33141,0.47367,0.22261,0.88157,0.96081,0.91943,0.96537,0.93622,0.96081,0.91943,0.96537,0.93302,0.2887,0.54116,0.29804,0.82968,0.000317,0.000317,0.000317
87,2996.79,0.3332,0.47945,0.22318,0.88348,0.98093,0.91528,0.9717,0.93771,0.98093,0.91528,0.97107,0.93396,0.29631,0.56597,0.29331,0.83131,0.0002972,0.0002972,0.0002972
88,3030.98,0.33172,0.46875,0.22472,0.88124,0.97509,0.91806,0.97176,0.93823,0.97509,0.91806,0.97176,0.93457,0.28135,0.53037,0.26894,0.833,0.0002774,0.0002774,0.0002774
89,3065.03,0.33293,0.47555,0.22025,0.87976,0.94922,0.93458,0.97031,0.93915,0.94922,0.93458,0.97031,0.93523,0.29263,0.55558,0.27955,0.83869,0.0002576,0.0002576,0.0002576
90,3099.11,0.32965,0.47584,0.22177,0.87934,0.93588,0.93258,0.96704,0.93744,0.93588,0.93258,0.9678,0.93275,0.28759,0.54634,0.28801,0.83311,0.0002378,0.0002378,0.0002378
91,3156.22,0.23891,0.35248,0.18191,0.84481,0.96037,0.925,0.96699,0.93845,0.96037,0.925,0.96699,0.93479,0.29087,0.54354,0.28041,0.83305,0.000218,0.000218,0.000218
92,3189.9,0.22948,0.34185,0.17504,0.84382,0.97361,0.90833,0.96916,0.93874,0.97361,0.90833,0.96916,0.93441,0.29859,0.56415,0.28245,0.83615,0.0001982,0.0001982,0.0001982
93,3223.63,0.23122,0.33252,0.17181,0.84629,0.9678,0.92083,0.96628,0.93818,0.9678,0.92083,0.96628,0.93565,0.28631,0.57721,0.28373,0.82289,0.0001784,0.0001784,0.0001784
94,3257.27,0.22433,0.32603,0.16484,0.83614,0.96947,0.91667,0.96863,0.9413,0.96947,0.91667,0.96863,0.93831,0.2866,0.57198,0.26609,0.82273,0.0001586,0.0001586,0.0001586
95,3290.99,0.21858,0.32567,0.16353,0.83597,0.95984,0.92222,0.96672,0.93808,0.95984,0.92222,0.96672,0.93565,0.28693,0.58425,0.27924,0.82904,0.0001388,0.0001388,0.0001388
96,3324.65,0.21152,0.31055,0.15765,0.83666,0.96613,0.92361,0.96816,0.9411,0.96613,0.92361,0.96816,0.93804,0.28282,0.57749,0.27394,0.82508,0.000119,0.000119,0.000119
97,3358.26,0.21218,0.32081,0.16209,0.83076,0.9713,0.91528,0.9651,0.93983,0.9713,0.91528,0.9651,0.93683,0.28535,0.59733,0.2805,0.82392,9.92e-05,9.92e-05,9.92e-05
98,3391.83,0.21061,0.31149,0.15808,0.82841,0.97172,0.90677,0.96417,0.93951,0.97172,0.90677,0.96417,0.93452,0.28916,0.59932,0.28361,0.82648,7.94e-05,7.94e-05,7.94e-05
99,3425.53,0.20682,0.3125,0.15743,0.83266,0.95911,0.92222,0.96684,0.94072,0.95911,0.92222,0.96684,0.93661,0.28389,0.59667,0.28836,0.82256,5.96e-05,5.96e-05,5.96e-05
100,3459.18,0.20097,0.30211,0.15073,0.82489,0.97884,0.90139,0.96696,0.94026,0.97884,0.90139,0.96696,0.93703,0.28234,0.59099,0.28785,0.82216,3.98e-05,3.98e-05,3.98e-05
