epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
39,1288.45,0.43408,0.63512,0.30315,0.91836,0.96486,0.88889,0.94144,0.89194,0.96486,0.88889,0.93913,0.89456,0.38593,0.66861,0.38048,0.90306,0.0012476,0.0012476,0.0012476
40,1321.29,0.42834,0.62089,0.29784,0.9171,0.9561,0.89174,0.94003,0.90037,0.9561,0.89174,0.93968,0.89453,0.3687,0.65529,0.39967,0.90166,0.0012278,0.0012278,0.0012278
41,1353.84,0.42091,0.62297,0.29539,0.91465,0.92826,0.90598,0.93776,0.89133,0.93135,0.90837,0.93984,0.89382,0.39839,0.7974,0.46007,0.91997,0.001208,0.001208,0.001208
42,1386.63,0.42034,0.61294,0.29945,0.91592,0.97849,0.90726,0.93727,0.89791,0.97849,0.90726,0.93742,0.89233,0.35717,0.63389,0.38817,0.88478,0.0011882,0.0011882,0.0011882
43,1419.48,0.41132,0.60278,0.287,0.9091,0.95472,0.89744,0.95464,0.91096,0.95472,0.89744,0.95464,0.91206,0.3539,0.62335,0.34244,0.87515,0.0011684,0.0011684,0.0011684
44,1452.03,0.41515,0.59436,0.28616,0.90991,0.96852,0.87657,0.94563,0.90955,0.97011,0.87841,0.94604,0.90516,0.32875,0.60985,0.38071,0.86258,0.0011486,0.0011486,0.0011486
45,1484.97,0.41223,0.59611,0.28234,0.90882,0.97438,0.86895,0.93815,0.89778,0.97438,0.86895,0.93815,0.90151,0.35464,0.57581,0.39053,0.87825,0.0011288,0.0011288,0.0011288
46,1517.55,0.40493,0.58605,0.28351,0.90592,0.96189,0.90741,0.94202,0.90394,0.96564,0.90313,0.94207,0.90284,0.366,0.56417,0.37539,0.89724,0.001109,0.001109,0.001109
47,1550.33,0.40769,0.60564,0.28602,0.91013,0.9712,0.87892,0.93694,0.8986,0.9712,0.87892,0.93648,0.89781,0.35764,0.62139,0.39121,0.89312,0.0010892,0.0010892,0.0010892
48,1582.91,0.40502,0.57906,0.27881,0.91018,0.97759,0.86985,0.95251,0.89326,0.97759,0.86985,0.94902,0.89186,0.37608,0.66829,0.38846,0.91724,0.0010694,0.0010694,0.0010694
49,1615.66,0.39944,0.56746,0.27374,0.90613,0.97389,0.88746,0.95219,0.91076,0.97545,0.88889,0.95162,0.90931,0.33746,0.56771,0.36299,0.86668,0.0010496,0.0010496,0.0010496
50,1648.49,0.39919,0.5703,0.27992,0.90953,0.94327,0.88746,0.93632,0.89577,0.94782,0.89174,0.94191,0.89776,0.37988,0.71921,0.38667,0.92231,0.0010298,0.0010298,0.0010298
51,1680.98,0.40002,0.57617,0.27853,0.90751,0.96096,0.90171,0.94575,0.90503,0.96096,0.90171,0.94492,0.89985,0.346,0.59089,0.37765,0.88317,0.00101,0.00101,0.00101
52,1713.88,0.39298,0.5654,0.27356,0.90287,0.98104,0.89316,0.93005,0.89527,0.98104,0.89316,0.93005,0.89214,0.3468,0.60983,0.37685,0.8835,0.0009902,0.0009902,0.0009902
53,1746.46,0.39102,0.55274,0.26526,0.90205,0.95686,0.90313,0.93535,0.90305,0.95837,0.90456,0.93627,0.90006,0.34529,0.60906,0.35263,0.8886,0.0009704,0.0009704,0.0009704
54,1779.24,0.38951,0.56174,0.26721,0.90262,0.96819,0.84473,0.93341,0.89946,0.96819,0.84473,0.93184,0.89868,0.33155,0.59805,0.41513,0.87017,0.0009506,0.0009506,0.0009506
55,1811.89,0.38602,0.5599,0.26261,0.89838,0.97195,0.88852,0.94108,0.90553,0.97195,0.88852,0.9392,0.90791,0.32766,0.55337,0.3651,0.84945,0.0009308,0.0009308,0.0009308
56,1844.66,0.38514,0.55812,0.26333,0.89833,0.9906,0.90033,0.94079,0.90838,0.9906,0.90033,0.94082,0.90574,0.32525,0.58202,0.36583,0.86046,0.000911,0.000911,0.000911
57,1877.56,0.37632,0.53304,0.25942,0.89632,0.94801,0.87607,0.93323,0.89911,0.95226,0.88034,0.93621,0.89379,0.34361,0.6122,0.39817,0.86572,0.0008912,0.0008912,0.0008912
58,1910.15,0.3765,0.53008,0.25898,0.89831,0.97097,0.90511,0.94276,0.90619,0.97097,0.90511,0.94333,0.90141,0.35165,0.5516,0.38584,0.8844,0.0008714,0.0008714,0.0008714
59,1943.03,0.37134,0.52866,0.25627,0.89572,0.93683,0.90456,0.94147,0.90443,0.93683,0.90456,0.9412,0.90257,0.33162,0.57176,0.37389,0.86222,0.0008516,0.0008516,0.0008516
60,1975.72,0.36958,0.53333,0.25481,0.89435,0.97578,0.9181,0.94225,0.90165,0.97578,0.9181,0.94237,0.89716,0.33255,0.58225,0.34694,0.88094,0.0008318,0.0008318,0.0008318
61,2008.58,0.37341,0.53529,0.25756,0.89414,0.96756,0.91595,0.94277,0.90987,0.96756,0.91595,0.94192,0.90282,0.31588,0.56558,0.33455,0.84139,0.000812,0.000812,0.000812
62,2041.4,0.36623,0.52565,0.24755,0.89423,0.96931,0.8997,0.93478,0.89907,0.97364,0.89432,0.93416,0.89366,0.33577,0.67311,0.35287,0.8719,0.0007922,0.0007922,0.0007922
63,2074.12,0.36362,0.51638,0.24894,0.89135,0.98435,0.87749,0.94258,0.91014,0.98435,0.87749,0.94258,0.90949,0.32151,0.58136,0.34167,0.8567,0.0007724,0.0007724,0.0007724
64,2106.92,0.36579,0.5147,0.24847,0.89344,0.96202,0.90883,0.94156,0.9154,0.96202,0.90883,0.94156,0.90987,0.29771,0.55107,0.34471,0.84017,0.0007526,0.0007526,0.0007526
65,2139.55,0.35449,0.49344,0.23919,0.88916,0.95488,0.90883,0.9428,0.91222,0.95488,0.90883,0.94236,0.90431,0.32217,0.58925,0.33805,0.85021,0.0007328,0.0007328,0.0007328
66,2172.18,0.36283,0.51151,0.24834,0.89243,0.96201,0.90193,0.94688,0.91624,0.96201,0.90193,0.94712,0.91011,0.32037,0.57765,0.33184,0.86439,0.000713,0.000713,0.000713
67,2204.54,0.35462,0.50049,0.24224,0.88987,0.95299,0.89601,0.94001,0.90746,0.95299,0.89601,0.94001,0.90183,0.31394,0.60919,0.34024,0.85863,0.0006932,0.0006932,0.0006932
68,2237.02,0.35514,0.50154,0.24165,0.89133,0.95972,0.88235,0.94819,0.90915,0.95972,0.88235,0.94941,0.90485,0.33394,0.62022,0.38584,0.86263,0.0006734,0.0006734,0.0006734
69,2269.58,0.34865,0.49439,0.23649,0.88927,0.98269,0.88976,0.94346,0.91227,0.98269,0.88976,0.94346,0.90617,0.31122,0.58862,0.33202,0.84261,0.0006536,0.0006536,0.0006536
70,2302,0.34643,0.485,0.23566,0.88694,0.94825,0.91357,0.94333,0.91478,0.94825,0.91357,0.94337,0.90995,0.32185,0.63366,0.34906,0.86016,0.0006338,0.0006338,0.0006338
71,2334.66,0.34834,0.49884,0.23505,0.88659,0.96138,0.91026,0.94583,0.91077,0.96138,0.91026,0.94583,0.9103,0.32028,0.56088,0.36517,0.85282,0.000614,0.000614,0.000614
72,2367,0.34666,0.49072,0.23597,0.88709,0.98012,0.91282,0.95067,0.9169,0.98012,0.91282,0.95067,0.91462,0.31568,0.56343,0.33371,0.85141,0.0005942,0.0005942,0.0005942
73,2399.69,0.33933,0.47655,0.23052,0.88399,0.98446,0.90261,0.9533,0.92396,0.98446,0.90261,0.95376,0.9215,0.31395,0.55045,0.34333,0.84842,0.0005744,0.0005744,0.0005744
74,2432.12,0.33685,0.47657,0.22928,0.88727,0.96634,0.91168,0.94665,0.91568,0.96634,0.91168,0.94665,0.91593,0.3217,0.53567,0.33523,0.85969,0.0005546,0.0005546,0.0005546
75,2464.67,0.33764,0.47581,0.231,0.88902,0.98411,0.88205,0.94575,0.92024,0.98411,0.88205,0.94611,0.91693,0.2998,0.52709,0.33159,0.84103,0.0005348,0.0005348,0.0005348
76,2497.2,0.32944,0.4623,0.22416,0.88509,0.97485,0.89031,0.94784,0.91877,0.97353,0.89065,0.94825,0.9189,0.31734,0.57447,0.37345,0.85261,0.000515,0.000515,0.000515
77,2529.58,0.33082,0.46742,0.22582,0.88417,0.97952,0.88553,0.94579,0.91763,0.97941,0.88604,0.9461,0.91431,0.29875,0.56581,0.33515,0.83735,0.0004952,0.0004952,0.0004952
78,2562.2,0.33308,0.47311,0.22353,0.88556,0.98617,0.88462,0.94705,0.92252,0.98617,0.88462,0.94705,0.91858,0.299,0.58114,0.33113,0.84781,0.0004754,0.0004754,0.0004754
79,2594.44,0.33324,0.47138,0.22845,0.88461,0.96604,0.91168,0.94987,0.92403,0.96604,0.91168,0.94987,0.91992,0.30004,0.62915,0.31499,0.84055,0.0004556,0.0004556,0.0004556
80,2627.03,0.32332,0.45121,0.21977,0.87967,0.97887,0.89031,0.93864,0.90875,0.97887,0.89031,0.93864,0.90457,0.29995,0.57165,0.33106,0.84611,0.0004358,0.0004358,0.0004358
81,2659.38,0.32481,0.44918,0.2196,0.87882,0.98033,0.88746,0.94795,0.92121,0.98033,0.88746,0.9485,0.91981,0.30392,0.54838,0.34467,0.84229,0.000416,0.000416,0.000416
82,2691.82,0.32079,0.45838,0.2213,0.88008,0.96346,0.89886,0.94573,0.92285,0.96346,0.89886,0.94573,0.91581,0.29764,0.57021,0.33564,0.84519,0.0003962,0.0003962,0.0003962
83,2724.35,0.31632,0.44268,0.2151,0.87833,0.98886,0.88604,0.94413,0.91566,0.98634,0.89031,0.94445,0.91163,0.29326,0.60826,0.32841,0.83651,0.0003764,0.0003764,0.0003764
84,2756.76,0.31879,0.44922,0.2154,0.87953,0.98054,0.87464,0.94668,0.91805,0.98054,0.87464,0.94668,0.91259,0.30028,0.60923,0.34239,0.84083,0.0003566,0.0003566,0.0003566
85,2789.46,0.31609,0.44753,0.21482,0.87754,0.9846,0.87607,0.9441,0.91943,0.9846,0.87607,0.94331,0.9168,0.28673,0.6104,0.32013,0.83692,0.0003368,0.0003368,0.0003368
86,2821.79,0.30901,0.43726,0.20858,0.87786,0.98189,0.87892,0.94093,0.91927,0.98189,0.87892,0.94063,0.91584,0.28917,0.59694,0.32572,0.84506,0.000317,0.000317,0.000317
87,2854.37,0.31018,0.42751,0.20828,0.8802,0.97339,0.88746,0.94413,0.92166,0.97652,0.89031,0.94601,0.91519,0.28958,0.59615,0.32002,0.84769,0.0002972,0.0002972,0.0002972
88,2886.85,0.30922,0.44044,0.20929,0.87649,0.98878,0.8788,0.94475,0.92039,0.98878,0.8788,0.94479,0.91442,0.29449,0.62809,0.31827,0.84707,0.0002774,0.0002774,0.0002774
89,2919.31,0.30397,0.4246,0.2052,0.87427,0.96119,0.89316,0.94918,0.92367,0.96119,0.89316,0.94918,0.92155,0.29765,0.56997,0.31832,0.8505,0.0002576,0.0002576,0.0002576
90,2951.98,0.30307,0.42292,0.20404,0.87592,0.98961,0.87749,0.94745,0.9216,0.98961,0.87749,0.94771,0.91922,0.29437,0.58042,0.32148,0.83896,0.0002378,0.0002378,0.0002378
91,3011.13,0.21853,0.30907,0.17242,0.83616,0.98418,0.88613,0.95183,0.924,0.98493,0.88604,0.95204,0.92091,0.28503,0.63363,0.32242,0.82951,0.000218,0.000218,0.000218
92,3043.89,0.20918,0.29824,0.16061,0.8376,0.98562,0.88462,0.95016,0.92566,0.98562,0.88462,0.95046,0.92218,0.28514,0.66666,0.30663,0.83897,0.0001982,0.0001982,0.0001982
93,3075.89,0.20595,0.30152,0.15979,0.83387,0.99035,0.87744,0.95044,0.92318,0.99035,0.87744,0.94954,0.921,0.29189,0.62213,0.32162,0.84279,0.0001784,0.0001784,0.0001784
94,3108.09,0.20566,0.29638,0.15993,0.83396,0.9884,0.87749,0.94879,0.92518,0.9884,0.87749,0.94879,0.91979,0.28446,0.63666,0.32487,0.83818,0.0001586,0.0001586,0.0001586
95,3140.14,0.19776,0.2877,0.15474,0.83244,0.99355,0.87792,0.94885,0.92504,0.99355,0.87792,0.94885,0.92151,0.28638,0.62967,0.32601,0.8401,0.0001388,0.0001388,0.0001388
96,3172.19,0.19706,0.29298,0.1507,0.83235,0.99034,0.87619,0.95028,0.92347,0.99034,0.87619,0.95028,0.92097,0.29354,0.63833,0.32303,0.84451,0.000119,0.000119,0.000119
97,3204.27,0.19151,0.28417,0.15069,0.82828,0.99453,0.87892,0.95281,0.92956,0.99453,0.87892,0.9523,0.92657,0.28952,0.62013,0.32096,0.8408,9.92e-05,9.92e-05,9.92e-05
98,3236.34,0.18595,0.27322,0.14515,0.82712,0.99034,0.88034,0.95307,0.93057,0.99034,0.88034,0.95307,0.92632,0.28421,0.61545,0.30929,0.8351,7.94e-05,7.94e-05,7.94e-05
99,3268.57,0.18379,0.27587,0.1442,0.82138,0.98882,0.88199,0.95217,0.93107,0.98882,0.88199,0.95217,0.92734,0.27939,0.61494,0.30064,0.83214,5.96e-05,5.96e-05,5.96e-05
100,3300.52,0.18639,0.26991,0.14454,0.82938,0.99099,0.88319,0.95212,0.93073,0.99099,0.88319,0.95199,0.92748,0.27899,0.62545,0.30047,0.83344,3.98e-05,3.98e-05,3.98e-05
