epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
22,110.646,0.71262,0.50706,1.85984,0.95689,0.87615,0.969,0.83375,0.51447,0.47258,1.9817,0.0015842,0.0015842,0.0015842
23,115.18,0.70101,0.49077,1.84406,0.9493,0.86842,0.93003,0.79051,0.57265,0.53017,2.01632,0.0015644,0.0015644,0.0015644
24,119.673,0.70336,0.50365,1.87487,0.91917,0.89775,0.9406,0.81226,0.50903,0.50089,2.00676,0.0015446,0.0015446,0.0015446
25,124.021,0.69385,0.49447,1.8538,0.95711,0.88094,0.95694,0.8102,0.56631,0.50845,2.05926,0.0015248,0.0015248,0.0015248
26,128.357,0.71011,0.4903,1.87629,0.92138,0.88158,0.93569,0.80534,0.51483,0.52444,1.90966,0.001505,0.001505,0.001505
27,132.735,0.67105,0.49695,1.85656,0.95518,0.84129,0.94646,0.84893,0.4841,0.45909,2.06588,0.0014852,0.0014852,0.0014852
28,137.108,0.69981,0.4847,1.92314,0.98568,0.90599,0.97042,0.83691,0.47345,0.41907,1.96649,0.0014654,0.0014654,0.0014654
29,141.501,0.68575,0.47082,1.82391,0.94596,0.89474,0.96185,0.83592,0.55222,0.52628,2.17584,0.0014456,0.0014456,0.0014456
30,145.865,0.66734,0.45874,1.8012,0.9545,0.92105,0.97071,0.86105,0.50346,0.46989,1.90178,0.0014258,0.0014258,0.0014258
31,150.233,0.66452,0.44905,1.76928,0.89258,0.8747,0.94232,0.83259,0.4874,0.48671,1.9145,0.001406,0.001406,0.001406
32,154.638,0.64713,0.45261,1.81312,0.95846,0.91078,0.96323,0.85308,0.46254,0.43687,1.8756,0.0013862,0.0013862,0.0013862
33,158.952,0.64207,0.45374,1.80564,0.91105,0.90789,0.95384,0.83642,0.50435,0.5015,2.05065,0.0013664,0.0013664,0.0013664
34,163.283,0.67097,0.44456,1.83125,0.94352,0.92105,0.96435,0.8545,0.45062,0.40295,1.92751,0.0013466,0.0013466,0.0013466
35,167.686,0.67301,0.46031,1.89029,0.93571,0.90789,0.95149,0.83723,0.43397,0.4797,1.87312,0.0013268,0.0013268,0.0013268
36,172.026,0.67519,0.46271,1.80177,0.91,0.93128,0.96153,0.86051,0.45215,0.44874,1.83755,0.001307,0.001307,0.001307
37,176.384,0.65755,0.44352,1.80834,0.91101,0.90789,0.96112,0.83587,0.51906,0.49656,1.89409,0.0012872,0.0012872,0.0012872
38,180.762,0.64463,0.42968,1.80223,0.93427,0.90789,0.96218,0.85108,0.49332,0.4615,1.97508,0.0012674,0.0012674,0.0012674
39,185.278,0.64118,0.4334,1.75964,0.93391,0.88158,0.95084,0.84017,0.46602,0.49423,1.94947,0.0012476,0.0012476,0.0012476
40,189.818,0.66643,0.44681,1.84081,0.95692,0.87682,0.96152,0.86337,0.42699,0.40874,1.87799,0.0012278,0.0012278,0.0012278
41,194.328,0.63233,0.43438,1.75222,0.94833,0.86842,0.94406,0.84023,0.4515,0.44933,1.85255,0.001208,0.001208,0.001208
42,198.83,0.63518,0.43613,1.81567,0.9255,0.89474,0.95004,0.8426,0.45069,0.48771,2.07523,0.0011882,0.0011882,0.0011882
43,203.242,0.63991,0.42666,1.83235,0.93418,0.89474,0.96642,0.87364,0.4323,0.42522,1.88705,0.0011684,0.0011684,0.0011684
44,207.603,0.62202,0.42335,1.75436,0.97094,0.87918,0.93545,0.83943,0.45955,0.43798,2.06072,0.0011486,0.0011486,0.0011486
45,211.936,0.63051,0.42557,1.8113,0.95772,0.89421,0.93292,0.81984,0.49293,0.46403,1.94045,0.0011288,0.0011288,0.0011288
46,216.363,0.63504,0.42291,1.79235,0.9565,0.92105,0.94306,0.84706,0.43205,0.46952,1.8473,0.001109,0.001109,0.001109
47,220.861,0.62038,0.41745,1.78469,0.94714,0.90789,0.96624,0.85299,0.45039,0.4189,1.86026,0.0010892,0.0010892,0.0010892
48,225.369,0.59408,0.40898,1.76441,0.95651,0.90789,0.93461,0.85572,0.42328,0.45979,1.83304,0.0010694,0.0010694,0.0010694
49,229.891,0.5966,0.39867,1.76115,0.95479,0.90789,0.94443,0.84855,0.42594,0.42739,1.85213,0.0010496,0.0010496,0.0010496
50,234.275,0.62054,0.41498,1.75217,0.9533,0.90789,0.96468,0.83244,0.47783,0.41824,1.95226,0.0010298,0.0010298,0.0010298
51,238.755,0.58231,0.3902,1.75275,0.92011,0.9093,0.95958,0.85344,0.44395,0.39567,2.03698,0.00101,0.00101,0.00101
52,243.307,0.60474,0.40954,1.7652,0.88715,0.88158,0.94734,0.84093,0.44434,0.46824,1.87405,0.0009902,0.0009902,0.0009902
53,247.805,0.61875,0.40818,1.75176,0.95179,0.85526,0.9455,0.80998,0.49214,0.48455,1.88872,0.0009704,0.0009704,0.0009704
54,252.265,0.60888,0.40902,1.76083,0.92813,0.88158,0.93846,0.8343,0.43537,0.48095,1.87226,0.0009506,0.0009506,0.0009506
55,256.715,0.5678,0.38849,1.67652,0.93215,0.90789,0.95473,0.83796,0.45061,0.43267,1.84705,0.0009308,0.0009308,0.0009308
56,261.24,0.5756,0.39264,1.75829,0.92521,0.92105,0.94842,0.83784,0.46915,0.48645,1.86189,0.000911,0.000911,0.000911
57,265.724,0.58187,0.38699,1.73782,0.94118,0.92105,0.95357,0.85322,0.40054,0.45567,1.78539,0.0008912,0.0008912,0.0008912
58,270.244,0.57661,0.40554,1.67584,0.93903,0.89474,0.95859,0.84719,0.4473,0.43529,1.82285,0.0008714,0.0008714,0.0008714
59,274.953,0.61829,0.41564,1.78929,0.92657,0.86842,0.94383,0.83892,0.48087,0.44335,1.8517,0.0008516,0.0008516,0.0008516
60,279.65,0.59406,0.39377,1.71884,0.93,0.78947,0.93202,0.80293,0.4834,0.50935,1.90817,0.0008318,0.0008318,0.0008318
61,284.309,0.58622,0.39677,1.75242,0.94432,0.84211,0.94154,0.84456,0.43961,0.42885,1.80123,0.000812,0.000812,0.000812
62,289.026,0.58888,0.3949,1.72863,0.95709,0.8804,0.95321,0.85742,0.4159,0.39629,1.81505,0.0007922,0.0007922,0.0007922
63,293.715,0.56001,0.38104,1.7328,0.94207,0.85587,0.95001,0.84645,0.4124,0.45209,1.79894,0.0007724,0.0007724,0.0007724
64,298.401,0.58759,0.39081,1.73099,0.90462,0.89474,0.94938,0.84799,0.39027,0.46041,1.7747,0.0007526,0.0007526,0.0007526
65,303.051,0.54302,0.3755,1.68273,0.89296,0.87819,0.93871,0.83663,0.44595,0.49956,1.84752,0.0007328,0.0007328,0.0007328
66,307.7,0.57599,0.38108,1.70982,0.90509,0.87837,0.94027,0.82296,0.46323,0.50958,1.90135,0.000713,0.000713,0.000713
67,312.33,0.56354,0.37509,1.68206,0.9526,0.86842,0.94176,0.84694,0.39693,0.47052,1.80317,0.0006932,0.0006932,0.0006932
68,317.001,0.5533,0.371,1.66449,0.96577,0.86842,0.94813,0.85359,0.4085,0.47309,1.94167,0.0006734,0.0006734,0.0006734
69,321.676,0.56734,0.38705,1.70463,0.94493,0.86842,0.93947,0.83721,0.43047,0.45803,1.79018,0.0006536,0.0006536,0.0006536
70,326.294,0.56932,0.38279,1.72383,0.97049,0.86556,0.93517,0.82291,0.41562,0.49393,1.78824,0.0006338,0.0006338,0.0006338
71,330.941,0.56672,0.37903,1.74087,0.94324,0.89474,0.93049,0.82779,0.42002,0.4929,1.7796,0.000614,0.000614,0.000614
72,335.631,0.55684,0.37268,1.69332,0.94107,0.89474,0.93452,0.83728,0.40174,0.4265,1.83953,0.0005942,0.0005942,0.0005942
73,340.25,0.52783,0.36098,1.732,0.95666,0.87144,0.94762,0.84183,0.4023,0.42441,1.85518,0.0005744,0.0005744,0.0005744
74,344.908,0.55777,0.37474,1.72446,0.94572,0.86842,0.93317,0.85237,0.42897,0.43195,1.86134,0.0005546,0.0005546,0.0005546
75,349.499,0.53944,0.36112,1.66623,0.96631,0.86842,0.94162,0.84291,0.40182,0.42903,1.74813,0.0005348,0.0005348,0.0005348
76,354.181,0.53831,0.355,1.68517,0.95564,0.85046,0.94609,0.85157,0.39663,0.46295,1.75082,0.000515,0.000515,0.000515
77,358.892,0.53821,0.36342,1.73288,0.92797,0.84757,0.94612,0.85566,0.37961,0.44569,1.79353,0.0004952,0.0004952,0.0004952
78,363.685,0.54068,0.35536,1.66578,0.92552,0.86842,0.95678,0.87711,0.36637,0.40718,1.72422,0.0004754,0.0004754,0.0004754
79,368.389,0.53862,0.36128,1.67655,0.93983,0.88158,0.95607,0.8579,0.39178,0.44027,1.72033,0.0004556,0.0004556,0.0004556
80,373.085,0.53944,0.36513,1.72593,0.92849,0.86842,0.94958,0.86835,0.37299,0.42013,1.7133,0.0004358,0.0004358,0.0004358
81,377.749,0.5096,0.34115,1.66668,0.95688,0.87598,0.93853,0.86721,0.3905,0.42639,1.70732,0.000416,0.000416,0.000416
82,382.409,0.53424,0.35951,1.69772,0.97035,0.86143,0.94477,0.8661,0.37337,0.42022,1.68132,0.0003962,0.0003962,0.0003962
83,387.077,0.53039,0.3571,1.67495,0.9612,0.85526,0.95725,0.87511,0.37496,0.40814,1.69846,0.0003764,0.0003764,0.0003764
84,391.787,0.5166,0.3523,1.6752,0.92926,0.86421,0.95743,0.87568,0.36047,0.43855,1.71905,0.0003566,0.0003566,0.0003566
85,396.415,0.51733,0.36522,1.65326,0.95566,0.85088,0.95231,0.86796,0.35033,0.43215,1.70226,0.0003368,0.0003368,0.0003368
86,401.024,0.50597,0.3463,1.62184,0.95588,0.85515,0.95189,0.87701,0.34714,0.41635,1.66379,0.000317,0.000317,0.000317
87,405.702,0.51527,0.35405,1.68095,0.92115,0.89474,0.95225,0.88673,0.34747,0.40299,1.73645,0.0002972,0.0002972,0.0002972
88,410.348,0.5087,0.34647,1.63817,0.89694,0.89474,0.95189,0.88442,0.33194,0.39997,1.64699,0.0002774,0.0002774,0.0002774
89,415.016,0.52002,0.3588,1.66878,0.94288,0.86881,0.95385,0.87569,0.34775,0.42391,1.69027,0.0002576,0.0002576,0.0002576
90,419.634,0.51829,0.33695,1.6684,0.95063,0.84211,0.9475,0.87776,0.34059,0.41358,1.6796,0.0002378,0.0002378,0.0002378
91,448.232,0.32105,0.26796,1.29026,0.9301,0.84211,0.94603,0.87674,0.34093,0.40643,1.68125,0.000218,0.000218,0.000218
92,452.976,0.30984,0.23507,1.28144,0.94349,0.87879,0.95308,0.86641,0.38832,0.41089,1.74774,0.0001982,0.0001982,0.0001982
93,457.616,0.32462,0.23398,1.31916,0.95344,0.89474,0.94452,0.86044,0.39846,0.38973,1.71385,0.0001784,0.0001784,0.0001784
94,462.325,0.31,0.23894,1.29217,0.9571,0.90789,0.93161,0.85284,0.40527,0.41587,1.70108,0.0001586,0.0001586,0.0001586
95,466.951,0.31623,0.24236,1.31503,0.94991,0.89474,0.93086,0.85383,0.40013,0.41972,1.77423,0.0001388,0.0001388,0.0001388
96,471.455,0.30253,0.21885,1.27031,0.97512,0.86842,0.93071,0.85852,0.36944,0.3984,1.69135,0.000119,0.000119,0.000119
97,475.955,0.28389,0.20938,1.22602,0.98505,0.86682,0.92987,0.8599,0.36713,0.38818,1.69901,9.92e-05,9.92e-05,9.92e-05
98,480.451,0.29607,0.22135,1.22702,0.97369,0.85526,0.93066,0.85458,0.38357,0.40351,1.68172,7.94e-05,7.94e-05,7.94e-05
99,484.921,0.29381,0.22386,1.21862,0.94422,0.89096,0.93138,0.86024,0.38074,0.39202,1.65806,5.96e-05,5.96e-05,5.96e-05
100,489.404,0.28546,0.20868,1.22531,0.93945,0.89474,0.92983,0.86164,0.3662,0.37342,1.6566,3.98e-05,3.98e-05,3.98e-05
