epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
58,668.331,0.39996,0.29752,1.42513,0.98333,1,0.995,0.995,0.27617,0.19344,1.90853,0.0008714,0.0008714,0.0008714
59,689.269,0.38826,0.29424,1.40646,0.98255,1,0.995,0.995,0.24391,0.16014,1.18841,0.0008516,0.0008516,0.0008516
60,711.242,0.39923,0.29976,1.41529,1,1,0.995,0.995,0.26087,0.17085,1.302,0.0008318,0.0008318,0.0008318
61,732.262,0.40151,0.29994,1.43281,0.98279,1,0.995,0.995,0.38282,0.24442,2.04028,0.000812,0.000812,0.000812
62,753.234,0.39246,0.29553,1.40002,0.982,1,0.995,0.995,0.27016,0.16472,1.18785,0.0007922,0.0007922,0.0007922
63,774.278,0.38709,0.28803,1.42388,0.98273,1,0.995,0.995,0.26869,0.18018,1.358,0.0007724,0.0007724,0.0007724
64,795.174,0.39399,0.29256,1.41669,0.98246,1,0.995,0.995,0.23065,0.17608,1.51331,0.0007526,0.0007526,0.0007526
65,816.14,0.37921,0.28726,1.40386,0.98251,1,0.995,0.995,0.26639,0.14521,1.23781,0.0007328,0.0007328,0.0007328
66,837.089,0.38005,0.28608,1.3979,1,1,0.995,0.995,0.24368,0.15426,1.31185,0.000713,0.000713,0.000713
67,858.104,0.38451,0.28796,1.42656,1,1,0.995,0.995,0.26889,0.17606,1.18998,0.0006932,0.0006932,0.0006932
68,879.012,0.38443,0.28677,1.41027,0.98261,1,0.995,0.995,0.29118,0.18139,1.46177,0.0006734,0.0006734,0.0006734
69,900.04,0.38052,0.28493,1.40595,0.98216,1,0.995,0.995,0.25851,0.15376,1.39707,0.0006536,0.0006536,0.0006536
70,921.271,0.37579,0.28464,1.4,0.97955,1,0.995,0.995,0.2989,0.21255,2.06374,0.0006338,0.0006338,0.0006338
71,942.184,0.3761,0.28157,1.39483,0.98249,1,0.995,0.995,0.2435,0.15319,1.29219,0.000614,0.000614,0.000614
72,963.179,0.3594,0.2766,1.38111,0.98206,1,0.995,0.995,0.22078,0.13106,1.10671,0.0005942,0.0005942,0.0005942
73,984.311,0.37763,0.28468,1.40758,0.98211,1,0.995,0.995,0.29715,0.22724,1.31466,0.0005744,0.0005744,0.0005744
74,1005.84,0.35888,0.27034,1.37648,0.98249,1,0.995,0.995,0.27791,0.17787,1.54734,0.0005546,0.0005546,0.0005546
75,1027.49,0.35915,0.27614,1.40095,0.98277,1,0.995,0.995,0.31768,0.20489,1.67826,0.0005348,0.0005348,0.0005348
76,1048.52,0.35949,0.27273,1.39145,0.98259,1,0.995,0.995,0.2455,0.14788,1.50672,0.000515,0.000515,0.000515
77,1069.76,0.36231,0.27216,1.38822,0.98236,1,0.995,0.995,0.20052,0.15224,1.5148,0.0004952,0.0004952,0.0004952
78,1091.24,0.35178,0.26964,1.36332,0.98228,1,0.995,0.995,0.24945,0.14314,1.29593,0.0004754,0.0004754,0.0004754
79,1113.41,0.3558,0.26955,1.38388,0.98228,1,0.995,0.995,0.21417,0.16987,1.39348,0.0004556,0.0004556,0.0004556
80,1136.63,0.3544,0.26838,1.37557,0.98263,1,0.995,0.995,0.24009,0.1856,1.35561,0.0004358,0.0004358,0.0004358
81,1159.58,0.34545,0.26123,1.36373,0.98272,1,0.995,0.995,0.22893,0.15006,1.30764,0.000416,0.000416,0.000416
82,1182.05,0.35663,0.26894,1.40752,0.98248,1,0.995,0.995,0.20823,0.14007,1.32806,0.0003962,0.0003962,0.0003962
83,1204.22,0.33922,0.25658,1.34421,0.98239,1,0.995,0.995,0.2516,0.14915,1.50566,0.0003764,0.0003764,0.0003764
84,1226.15,0.34555,0.26171,1.37027,0.98222,1,0.995,0.995,0.26669,0.16716,1.54962,0.0003566,0.0003566,0.0003566
85,1249.63,0.33895,0.25641,1.35234,0.98229,1,0.995,0.995,0.30126,0.18968,2.13203,0.0003368,0.0003368,0.0003368
86,1272.61,0.33675,0.25695,1.35544,0.98259,1,0.995,0.995,0.20577,0.13648,1.30281,0.000317,0.000317,0.000317
87,1295.62,0.34319,0.25922,1.37648,0.98267,1,0.995,0.995,0.22602,0.13775,1.45591,0.0002972,0.0002972,0.0002972
88,1318.07,0.33567,0.25732,1.37314,0.98268,1,0.995,0.995,0.24452,0.18998,1.65131,0.0002774,0.0002774,0.0002774
89,1341.34,0.34082,0.25915,1.38004,0.98254,1,0.995,0.995,0.18896,0.15479,1.32103,0.0002576,0.0002576,0.0002576
90,1365.44,0.33113,0.25327,1.35501,0.98258,1,0.995,0.995,0.20963,0.13273,1.22296,0.0002378,0.0002378,0.0002378
91,1389.1,0.19969,0.17207,1.06889,0.98282,1,0.995,0.995,0.21302,0.14424,1.21566,0.000218,0.000218,0.000218
92,1416.96,0.19252,0.16856,1.07752,0.9826,1,0.995,0.995,0.21902,0.13018,1.35648,0.0001982,0.0001982,0.0001982
93,1439.11,0.18798,0.16445,1.06015,0.98257,1,0.995,0.995,0.19778,0.13949,1.37523,0.0001784,0.0001784,0.0001784
94,1462.27,0.19009,0.16788,1.06184,0.98255,1,0.995,0.995,0.20407,0.13957,1.23599,0.0001586,0.0001586,0.0001586
95,1485.13,0.18445,0.16175,1.04154,0.98261,1,0.995,0.995,0.21802,0.17442,1.3145,0.0001388,0.0001388,0.0001388
96,1508.57,0.1842,0.16317,1.06625,0.98244,1,0.995,0.995,0.20431,0.13939,1.14696,0.000119,0.000119,0.000119
97,1531.83,0.18111,0.15982,1.0394,0.98263,1,0.995,0.995,0.20924,0.13357,1.23558,9.92e-05,9.92e-05,9.92e-05
98,1555.01,0.18147,0.15803,1.06321,0.98259,1,0.995,0.995,0.20084,0.15234,1.19524,7.94e-05,7.94e-05,7.94e-05
99,1578.45,0.17603,0.15785,1.04521,0.98258,1,0.995,0.995,0.21825,0.1528,1.25973,5.96e-05,5.96e-05,5.96e-05
100,1601.54,0.17503,0.1578,1.04755,0.98261,1,0.995,0.995,0.20776,0.14742,1.207,3.98e-05,3.98e-05,3.98e-05
