epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
25,1204.77,0.55421,0.39887,1.62896,0.66302,0.91579,0.65122,0.58509,0.29445,26.0225,1.29486,0.0015248,0.0015248,0.0015248
26,1251.55,0.54443,0.38782,1.61383,0.64461,0.92598,0.64273,0.57446,0.2763,24.9126,1.29134,0.001505,0.001505,0.001505
27,1298.77,0.53815,0.38223,1.59766,0.629,0.91053,0.64577,0.59264,0.2995,24.5791,1.30246,0.0014852,0.0014852,0.0014852
28,1347.62,0.5473,0.38949,1.61003,0.64384,0.89437,0.64805,0.59116,0.30561,25.6401,1.33599,0.0014654,0.0014654,0.0014654
29,1393.38,0.52604,0.37939,1.60329,0.63644,0.90789,0.62183,0.55783,0.29372,25.9198,1.29569,0.0014456,0.0014456,0.0014456
30,1438.9,0.53221,0.37796,1.61875,0.65647,0.92895,0.63769,0.57153,0.28022,25.5103,1.326,0.0014258,0.0014258,0.0014258
31,1487.15,0.52613,0.37137,1.59841,0.62277,0.91316,0.61466,0.55429,0.32027,28.1411,1.27941,0.001406,0.001406,0.001406
32,1537.55,0.51908,0.37152,1.59142,0.65182,0.90789,0.63607,0.57238,0.29497,26.35,1.26821,0.0013862,0.0013862,0.0013862
33,1598.93,0.53073,0.3756,1.60806,0.65765,0.90488,0.63889,0.5677,0.29861,25.8868,1.28046,0.0013664,0.0013664,0.0013664
34,1657.69,0.50806,0.36735,1.57516,0.61715,0.92476,0.62141,0.56251,0.28541,26.7058,1.27969,0.0013466,0.0013466,0.0013466
35,1708.65,0.50942,0.36452,1.57814,0.63992,0.88392,0.62114,0.56021,0.29481,25.5899,1.274,0.0013268,0.0013268,0.0013268
36,1758.38,0.51631,0.36583,1.59343,0.59512,0.93994,0.61067,0.55147,0.31947,25.0025,1.28119,0.001307,0.001307,0.001307
37,1809.43,0.50497,0.35912,1.57299,0.64861,0.9132,0.63455,0.56599,0.30992,27.1947,1.34991,0.0012872,0.0012872,0.0012872
38,1857.73,0.5131,0.36234,1.59615,0.63343,0.89211,0.61818,0.56242,0.28415,26.486,1.23112,0.0012674,0.0012674,0.0012674
39,1905.26,0.50677,0.35711,1.56967,0.64384,0.91812,0.62397,0.56727,0.29904,26.063,1.2567,0.0012476,0.0012476,0.0012476
40,1952.59,0.49182,0.34848,1.56617,0.64532,0.91053,0.6256,0.56822,0.27215,26.9308,1.25381,0.0012278,0.0012278,0.0012278
41,2000.19,0.48982,0.34639,1.57417,0.64663,0.93158,0.64133,0.57404,0.29241,26.9616,1.28462,0.001208,0.001208,0.001208
42,2047.9,0.49766,0.35447,1.56558,0.64186,0.90263,0.62418,0.56599,0.27301,26.5513,1.30817,0.0011882,0.0011882,0.0011882
43,2095.29,0.49704,0.35031,1.57025,0.636,0.92105,0.61864,0.56915,0.26447,27.9099,1.25114,0.0011684,0.0011684,0.0011684
44,2145.52,0.48837,0.34089,1.5701,0.65562,0.90263,0.63844,0.58471,0.27316,28.4133,1.21757,0.0011486,0.0011486,0.0011486
45,2193.66,0.48662,0.34583,1.55604,0.64598,0.90526,0.63274,0.57374,0.29559,28.2346,1.29013,0.0011288,0.0011288,0.0011288
46,2244.6,0.48591,0.34333,1.55903,0.62465,0.92368,0.63003,0.55606,0.30873,29.2512,1.33165,0.001109,0.001109,0.001109
47,2292.77,0.48252,0.34271,1.56692,0.64273,0.90526,0.62398,0.55294,0.3179,27.4286,1.3228,0.0010892,0.0010892,0.0010892
48,2341.24,0.47617,0.33853,1.53773,0.65504,0.89474,0.61598,0.57179,0.27016,27.6051,1.36013,0.0010694,0.0010694,0.0010694
49,2389.5,0.4756,0.33967,1.55311,0.64656,0.90789,0.62326,0.58206,0.25096,27.6351,1.15672,0.0010496,0.0010496,0.0010496
50,2439.08,0.47803,0.3355,1.53878,0.63871,0.88421,0.62348,0.57404,0.26161,27.0206,1.22567,0.0010298,0.0010298,0.0010298
51,2488.95,0.47464,0.3348,1.54326,0.6272,0.91842,0.62249,0.57017,0.2657,27.7464,1.19853,0.00101,0.00101,0.00101
52,2537.39,0.47471,0.33659,1.55365,0.64772,0.89737,0.62709,0.56856,0.28401,27.3741,1.26024,0.0009902,0.0009902,0.0009902
53,2586.07,0.47049,0.33462,1.55353,0.63864,0.91623,0.63043,0.57659,0.28888,27.9824,1.21614,0.0009704,0.0009704,0.0009704
54,2634.63,0.46945,0.33222,1.54391,0.64761,0.90436,0.62391,0.58171,0.25097,28.5957,1.23758,0.0009506,0.0009506,0.0009506
55,2683.12,0.45613,0.32271,1.52181,0.6581,0.88684,0.62737,0.57752,0.26437,27.8427,1.20802,0.0009308,0.0009308,0.0009308
56,2731.31,0.46522,0.33049,1.54091,0.63402,0.88158,0.61694,0.55981,0.27742,27.8039,1.21986,0.000911,0.000911,0.000911
57,2780.66,0.45932,0.32805,1.53487,0.63905,0.88158,0.61457,0.55763,0.28507,28.637,1.25165,0.0008912,0.0008912,0.0008912
58,2829.86,0.46326,0.32776,1.543,0.63534,0.89737,0.62701,0.56849,0.27045,28.4693,1.18987,0.0008714,0.0008714,0.0008714
59,2880.94,0.45971,0.32498,1.54225,0.65066,0.89697,0.63395,0.57871,0.26587,28.2694,1.18045,0.0008516,0.0008516,0.0008516
60,2929.98,0.448,0.31943,1.52595,0.64655,0.89056,0.63134,0.57105,0.27417,27.5994,1.24267,0.0008318,0.0008318,0.0008318
61,2978.18,0.45336,0.31786,1.52389,0.64768,0.89211,0.63134,0.57499,0.26035,27.84,1.19954,0.000812,0.000812,0.000812
62,3028.96,0.43962,0.31334,1.49603,0.65982,0.90526,0.62836,0.56333,0.28301,29.548,1.23725,0.0007922,0.0007922,0.0007922
63,3082.15,0.44727,0.31739,1.52291,0.63582,0.90263,0.62286,0.56382,0.27038,28.4371,1.22159,0.0007724,0.0007724,0.0007724
64,3133.54,0.4434,0.31651,1.52273,0.63889,0.92368,0.62916,0.56529,0.28036,28.7047,1.22199,0.0007526,0.0007526,0.0007526
65,3185.31,0.44002,0.31079,1.51227,0.66346,0.91316,0.64207,0.58456,0.25546,28.9788,1.19919,0.0007328,0.0007328,0.0007328
66,3234.34,0.43631,0.30887,1.50385,0.64555,0.91579,0.62787,0.56011,0.27273,28.4693,1.20828,0.000713,0.000713,0.000713
67,3284.8,0.43391,0.30706,1.48287,0.64078,0.92005,0.62919,0.57275,0.26126,29.8053,1.25428,0.0006932,0.0006932,0.0006932
68,3333.83,0.43344,0.30915,1.49844,0.65323,0.91842,0.63475,0.58318,0.25679,30.0607,1.18939,0.0006734,0.0006734,0.0006734
69,3383.87,0.42895,0.30748,1.4907,0.64578,0.93684,0.63734,0.58003,0.25402,29.241,1.1881,0.0006536,0.0006536,0.0006536
70,3432.68,0.4311,0.30362,1.49129,0.64002,0.92632,0.62459,0.57206,0.2585,29.178,1.19951,0.0006338,0.0006338,0.0006338
71,3483.18,0.42627,0.30394,1.48512,0.63533,0.93158,0.63123,0.57033,0.27458,30.2699,1.2205,0.000614,0.000614,0.000614
72,3533.01,0.42999,0.30559,1.49551,0.65302,0.91579,0.63906,0.58546,0.25015,30.1875,1.17231,0.0005942,0.0005942,0.0005942
73,3582.57,0.42323,0.29699,1.47866,0.64927,0.90789,0.62835,0.57619,0.25591,30.2081,1.21877,0.0005744,0.0005744,0.0005744
74,3632.09,0.42376,0.30085,1.49018,0.65812,0.92368,0.63885,0.58392,0.2451,30.0698,1.1868,0.0005546,0.0005546,0.0005546
75,3681.21,0.43006,0.30344,1.50382,0.64523,0.92371,0.63721,0.58137,0.24594,29.7348,1.17388,0.0005348,0.0005348,0.0005348
76,3731.4,0.42497,0.30248,1.48741,0.6382,0.93947,0.62961,0.57678,0.249,30.2408,1.20227,0.000515,0.000515,0.000515
77,3780.49,0.41642,0.29414,1.46992,0.6378,0.89737,0.61981,0.5646,0.2513,30.0054,1.22961,0.0004952,0.0004952,0.0004952
78,3829.24,0.41643,0.2963,1.4791,0.63887,0.91249,0.62561,0.57008,0.26122,30.0154,1.21223,0.0004754,0.0004754,0.0004754
79,3877.59,0.41927,0.29781,1.48577,0.64884,0.91842,0.633,0.58316,0.24942,29.4256,1.18668,0.0004556,0.0004556,0.0004556
80,3926.26,0.41231,0.29346,1.47507,0.65847,0.90526,0.63718,0.5885,0.24896,30.402,1.21743,0.0004358,0.0004358,0.0004358
81,3979.65,0.41025,0.29125,1.48034,0.64086,0.92368,0.635,0.57744,0.2484,31.1682,1.19261,0.000416,0.000416,0.000416
82,4028.98,0.40425,0.28838,1.46904,0.65183,0.90789,0.62792,0.57297,0.25724,30.7775,1.21929,0.0003962,0.0003962,0.0003962
83,4079.56,0.40612,0.28887,1.46825,0.64016,0.9,0.62343,0.57431,0.25208,30.4509,1.17776,0.0003764,0.0003764,0.0003764
84,4131.09,0.40642,0.29166,1.48074,0.63941,0.92368,0.63362,0.57667,0.25629,31.0483,1.18932,0.0003566,0.0003566,0.0003566
85,4178.94,0.40424,0.28943,1.47519,0.63586,0.91444,0.63324,0.57649,0.25302,30.5151,1.16679,0.0003368,0.0003368,0.0003368
86,4228.1,0.39417,0.2825,1.45672,0.6536,0.89375,0.63884,0.58024,0.25799,30.9272,1.17481,0.000317,0.000317,0.000317
87,4276.09,0.40549,0.28783,1.48542,0.65652,0.88947,0.63044,0.57279,0.25377,30.7249,1.1557,0.0002972,0.0002972,0.0002972
88,4324.11,0.39556,0.28395,1.46975,0.65003,0.89211,0.62921,0.575,0.25906,31.2665,1.16739,0.0002774,0.0002774,0.0002774
89,4373.69,0.39619,0.28202,1.46463,0.65478,0.89474,0.6341,0.57703,0.26064,31.6914,1.17038,0.0002576,0.0002576,0.0002576
90,4425.42,0.39171,0.28343,1.45732,0.64892,0.89211,0.63268,0.57554,0.2516,31.4663,1.17853,0.0002378,0.0002378,0.0002378
91,4481.31,0.23179,0.18766,1.10184,0.63869,0.93158,0.63534,0.58759,0.24405,31.5441,1.1894,0.000218,0.000218,0.000218
92,4537.31,0.22453,0.18335,1.09706,0.65136,0.92431,0.64714,0.59431,0.24155,31.241,1.17477,0.0001982,0.0001982,0.0001982
93,4587.73,0.22488,0.17902,1.09177,0.65606,0.93421,0.64678,0.59916,0.23695,31.2902,1.19356,0.0001784,0.0001784,0.0001784
94,4637.71,0.22112,0.17752,1.0903,0.6556,0.91579,0.63888,0.59077,0.24608,31.5635,1.21501,0.0001586,0.0001586,0.0001586
95,4687.89,0.21408,0.17421,1.0773,0.64518,0.91316,0.63707,0.58672,0.24488,32.0366,1.21607,0.0001388,0.0001388,0.0001388
96,4740.48,0.21573,0.17405,1.08375,0.6572,0.88947,0.63599,0.58423,0.24495,31.918,1.21127,0.000119,0.000119,0.000119
97,4791.38,0.21049,0.16893,1.07004,0.63726,0.93421,0.63828,0.59035,0.24326,32.3185,1.21725,9.92e-05,9.92e-05,9.92e-05
98,4842.66,0.21122,0.17219,1.07696,0.64555,0.93947,0.64013,0.59345,0.23986,32.2313,1.21196,7.94e-05,7.94e-05,7.94e-05
99,4890.18,0.21224,0.17364,1.07225,0.6463,0.93287,0.6393,0.59101,0.23993,32.4497,1.23808,5.96e-05,5.96e-05,5.96e-05
100,4936.15,0.20672,0.17069,1.06406,0.64495,0.93693,0.64132,0.59394,0.24012,32.1818,1.21855,3.98e-05,3.98e-05,3.98e-05
